,Unnamed: 0.1,Price,Product,Producer,Quantity,Type of food,Supermarket,Date
3047,473,5.60,CrackersDark Chocolate & Thyme,Blévita,267.0,Snacks & Sweets,Migros,2023-05-24
3048,474,2.–,  FairtradeChocolate barsMilk chocolate,Migros Bio,100.0,Snacks & Sweets,Migros,2023-05-24
3049,475,4.95,AlmondsThyme-Rosemary,Migros Bio,170.0,Snacks & Sweets,Migros,2023-05-24
3050,476,3.95,St-Michel  CocottesMini BrownieChocolate,unknown,240.0,Snacks & Sweets,Migros,2023-05-24
3051,477,3.30,Chips hummusTomato basil,You,100.0,Snacks & Sweets,Migros,2023-05-24
3052,478,3.95,  TorinoMilk chocolate sticksWith praline filling.,Camille Bloch,138.0,Snacks & Sweets,Migros,2023-05-24
3053,479,2.55,Noir Special 72% dark chocolateWithout sugar added,Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3054,480,5.80,"Throat lozengesWith sage flavor, sugar-free",Salbisan,220.0,Snacks & Sweets,Migros,2023-05-24
3055,481,3.95,  TorinoVegan dark chocolate sticksWith praline filling,Camille Bloch,115.0,Snacks & Sweets,Migros,2023-05-24
3056,482,6.20,PistachiosSalted,Migros Bio,220.0,Snacks & Sweets,Migros,2023-05-24
3057,483,3.50,Pineapple slices,Migros Bio,100.0,Snacks & Sweets,Migros,2023-05-24
3058,484,9.95,Lindt Lindor Kugeln Salted Caramel,Lindt,200.0,Snacks & Sweets,Migros,2023-05-24
3059,485,9.95,Lindt Lindor Kugeln Double Chocolate,Lindt,200.0,Snacks & Sweets,Migros,2023-05-24
3060,486,13.95,Lindt Lindor Kugeln Sharing Box ass.,Lindt,298.0,Snacks & Sweets,Migros,2023-05-24
3061,487,19.95,Lindt Lindor Kugeln Dark ass.,Lindt,500.0,Snacks & Sweets,Migros,2023-05-24
3062,488,2.40,"M-BudgetChewy sweetsStrawberry, Orange, Lemons",unknown,400.0,Snacks & Sweets,Migros,2023-05-24
3063,489,2.10,"  FairtradeChocolate barsDark, Oranges",Migros Bio,100.0,Snacks & Sweets,Migros,2023-05-24
3064,490,4.50,  Les GrandesChocolate barsDark nuts,Lindt,150.0,Snacks & Sweets,Migros,2023-05-24
3065,491,3.20,Nut mixture with raisinsRoasted and salted,Party,200.0,Snacks & Sweets,Migros,2023-05-24
3066,492,4.70,  ApéroMacadamia nutsRoasted and salted,Sun Queen,125.0,Snacks & Sweets,Migros,2023-05-24
3067,493,2.50,Fruit jellyPeaches,Haribo,200.0,Snacks & Sweets,Migros,2023-05-24
3068,494,4.20,Herb candiesNo sugar,Ricola,100.0,Snacks & Sweets,Migros,2023-05-24
3069,495,1.80,Chewing gumMint Eucalyptus,Airwaves,14.0,Snacks & Sweets,Migros,2023-05-24
3070,496,1.95,M-BudgetChocolate barsMilk chocolate,unknown,400.0,Snacks & Sweets,Migros,2023-05-24
3071,497,1.95,Milk chocolateWith hazelnuts,Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3072,498,3.–,Mango pieces,Alnatura,100.0,Snacks & Sweets,Migros,2023-05-24
3073,499,2.20,M-ClassicBlack olivesWith cores,unknown,200.0,Snacks & Sweets,Migros,2023-05-24
3074,500,4.60,er  Around the worldCereal barsCappuccino,Farm,156.0,Snacks & Sweets,Migros,2023-05-24
3075,501,15.95,Lindt Lindor Kugeln assortiert,Lindt,300.0,Snacks & Sweets,Migros,2023-05-24
3076,502,3.95,Lindt Lindor Kugeln Milch,Lindt,75.0,Snacks & Sweets,Migros,2023-05-24
3077,503,1.65,"  MahonyChocolate barsMilk chocolate, almond honey nougat",Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3078,504,4.20,Herb candiesOrange-Mint - Without sugar,Ricola,100.0,Snacks & Sweets,Migros,2023-05-24
3079,505,4.60,DemeterSemi-dried tomatoes,unknown,120.0,Snacks & Sweets,Migros,2023-05-24
3080,506,2.–,Aha!Nut Muffin,unknown,75.0,Snacks & Sweets,Migros,2023-05-24
3081,507,11.95,  RagusaChocolate barsWith praline filling and whole hazelnuts.,Camille Bloch,400.0,Snacks & Sweets,Migros,2023-05-24
3082,508,4.95,Chewing gumWild cherry,Stimorol,98.0,Snacks & Sweets,Migros,2023-05-24
3083,509,3.55,CarambarCaramel,Carambar,320.0,Snacks & Sweets,Migros,2023-05-24
3084,510,3.95,Tradition - BiscuitsRüeblichüechli,unknown,150.0,Snacks & Sweets,Migros,2023-05-24
3085,511,5.95,Amarello CakeAlmond cake with sour cherry jam,unknown,500.0,Snacks & Sweets,Migros,2023-05-24
3086,512,2.40,CandyFruit flavor fizzy sweets,Swizzels,200.0,Snacks & Sweets,Migros,2023-05-24
3087,513,4.95,Extra fine milk chocolateExtra milk,Frey,250.0,Snacks & Sweets,Migros,2023-05-24
3088,514,4.20,  RisolettoWhite chocolate with rice crispies and caramel filling,Frey,210.0,Snacks & Sweets,Migros,2023-05-24
3089,515,1.80,M-ClassicButter biscuit,unknown,140.0,Snacks & Sweets,Migros,2023-05-24
3090,516,4.30,"Bubble bearBubble gumSugar-free, with sweeteners",unknown,135.0,Snacks & Sweets,Migros,2023-05-24
3091,517,3.95,Spelt biscuitsHot & smoky paprika,Blévita,228.0,Snacks & Sweets,Migros,2023-05-24
3092,518,3.75,  TorinoMilk chocolate sticksWith praline filling.,Camille Bloch,115.0,Snacks & Sweets,Migros,2023-05-24
3093,519,1.20,Marzipan bar dark chocolate,Alnatura,40.0,Snacks & Sweets,Migros,2023-05-24
3094,520,4.95,  GiandorMilk chocolate with almond cream filling,Frey,250.0,Snacks & Sweets,Migros,2023-05-24
3095,521,2.50,Spreading CreamGarden Herbs,Alnatura,180.0,Snacks & Sweets,Migros,2023-05-24
3096,522,2.10,M-ClassicBlack olivesPitted,unknown,120.0,Snacks & Sweets,Migros,2023-05-24
3097,523,5.90,Throat lozengesBlackcurrant,Grether's,60.0,Snacks & Sweets,Migros,2023-05-24
3098,524,2.50,Alnatura Schokolade Espresso,Alnatura,100.0,Snacks & Sweets,Migros,2023-05-24
3099,525,2.50,Alnatura Schokolade Chili Kirsch,Alnatura,100.0,Snacks & Sweets,Migros,2023-05-24
3100,526,2.90,Tafel- Schokolade Biskuit und Rahm,unknown,100.0,Snacks & Sweets,Migros,2023-05-24
3101,527,2.30,Cioccolato Stella al latte,Chocolat Stella,100.0,Snacks & Sweets,Migros,2023-05-24
3102,528,2.30,Cioccolato Stella amaro,Chocolat Stella,100.0,Snacks & Sweets,Migros,2023-05-24
3103,529,2.50,Bärner Schoggi,unknown,100.0,Snacks & Sweets,Migros,2023-05-24
3104,530,2.50,Ragusa Classique,Ragusa,100.0,Snacks & Sweets,Migros,2023-05-24
3105,531,2.80,Toblerone Crunchy Almonds,Toblerone,100.0,Snacks & Sweets,Migros,2023-05-24
3106,532,4.90,Schokolade-Mix,unknown,150.0,Snacks & Sweets,Migros,2023-05-24
3107,533,5.85,Ragusa Classique,Ragusa,300.0,Snacks & Sweets,Migros,2023-05-24
3108,534,4.70,Frey Crispy Caramel,Frey,300.0,Snacks & Sweets,Migros,2023-05-24
3109,535,4.70,Frey Cookies,Frey,300.0,Snacks & Sweets,Migros,2023-05-24
3110,536,4.70,Frey Flakes,Frey,300.0,Snacks & Sweets,Migros,2023-05-24
3111,537,2.10,"  TouristChocolate barsWhite, raisins, nuts and almonds",Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3112,538,7.20,Dark chocolate,Frey,400.0,Snacks & Sweets,Migros,2023-05-24
3113,539,3.95,Wholemeal nut stick,Migros Bio,270.0,Snacks & Sweets,Migros,2023-05-24
3114,540,1.95,Marshmallow,Trolli,175.0,Snacks & Sweets,Migros,2023-05-24
3115,541,4.95,British ChipsSea salt,Burts,150.0,Snacks & Sweets,Migros,2023-05-24
3116,542,4.60,Mini burger,Trolli,170.0,Snacks & Sweets,Migros,2023-05-24
3117,543,4.40,  RagusaChocolate stemsWith praline filling and hazelnuts,Camille Bloch,150.0,Snacks & Sweets,Migros,2023-05-24
3118,544,19.95,  LindorChocolate ballsAssorted,Lindt,500.0,Snacks & Sweets,Migros,2023-05-24
3119,545,3.80,  Schoko-BonsFilled milk chocolate eggsWith milk filling and finely chopped hazelnuts,Kinder,125.0,Snacks & Sweets,Migros,2023-05-24
3120,546,1.95,Jelly candy,Katjes,200.0,Snacks & Sweets,Migros,2023-05-24
3121,547,1.20,Cocos plain bar,Alnatura,40.0,Snacks & Sweets,Migros,2023-05-24
3122,548,2.70,M-ClassicButter biscuit,unknown,230.0,Snacks & Sweets,Migros,2023-05-24
3123,549,5.60,"  SandwichSpelt pastry with yogurt fillingCaprese, tomatoes and mozzarella",Blévita,216.0,Snacks & Sweets,Migros,2023-05-24
3124,550,2.60,Liquorice,Haribo,175.0,Snacks & Sweets,Migros,2023-05-24
3125,551,4.95,Milk chocolate and dark chocolateFilled and assorted,Frey,250.0,Snacks & Sweets,Migros,2023-05-24
3126,552,2.65,"  SuprêmeChocolate barsDark, satin",Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3127,553,2.50,Spreading CreamWith paprika and chili,Alnatura,180.0,Snacks & Sweets,Migros,2023-05-24
3128,554,3.60,  DinosaurusBiscuits Cereals,Lotus,175.0,Snacks & Sweets,Migros,2023-05-24
3129,555,3.40,M-Classic  KisssChoko-KöpfliSugar foam with waffle,unknown,120.0,Snacks & Sweets,Migros,2023-05-24
3130,556,7.40,"Chocolate barsMilk chocolate, extra fin",Frey,400.0,Snacks & Sweets,Migros,2023-05-24
3131,557,4.15,  Ovo RocksChocolate Snacks,Ovomaltine,120.0,Snacks & Sweets,Migros,2023-05-24
3132,558,2.80,Apple Chips,Alnatura,70.0,Snacks & Sweets,Migros,2023-05-24
3133,559,7.95,Chocolate trufflesDark chocolate,Frey,230.0,Snacks & Sweets,Migros,2023-05-24
3134,560,2.50,Aha!Lactose free milk chocolateAlmond coated,unknown,100.0,Snacks & Sweets,Migros,2023-05-24
3135,561,4.20,Apple Rings,Alnatura,125.0,Snacks & Sweets,Migros,2023-05-24
3136,562,1.20,M-BudgetChocolate barsMilk chocolate with whole hazelnuts,unknown,100.0,Snacks & Sweets,Migros,2023-05-24
3137,563,3.50,Throat lozenges,Isländisch Moos,190.0,Snacks & Sweets,Migros,2023-05-24
3138,564,3.40,Hazelnut wafers with gianduja hazelnut milk chocolate (77%)Square,Chocmidor,100.0,Snacks & Sweets,Migros,2023-05-24
3139,565,2.95,Cocoa biscuitsFilled with Oreo vanilla cream,Oreo,110.0,Snacks & Sweets,Migros,2023-05-24
3140,566,7.95, Gum  WhiteChewing gum with sweetenerTutti Frutti,Mentos,150.0,Snacks & Sweets,Migros,2023-05-24
3141,567,2.90,BananasDried,Migros Bio,140.0,Snacks & Sweets,Migros,2023-05-24
3142,568,4.20,Californian plums,Alnatura,200.0,Snacks & Sweets,Migros,2023-05-24
3143,569,3.95,  SugarfreeSugar-free fruit chewy sweetsWith sweeteners and concentrated fruit juices,Sugus,150.0,Snacks & Sweets,Migros,2023-05-24
3144,570,2.35,"  NoxanaNoxana milk chocolateHazelnuts, without sugar added",Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3145,571,8.80,Chocolate barsMilk chocolate,Toblerone,360.0,Snacks & Sweets,Migros,2023-05-24
3146,572,3.10,Hummus chipsSea-salt,Al Fez,75.0,Snacks & Sweets,Migros,2023-05-24
3147,573,1.60,Skai Dental,Skai,20.0,Snacks & Sweets,Migros,2023-05-24
3148,574,8.95,Mixture of filled milk chocolatesBiscuit with milk chocolate,Celebrations,385.0,Snacks & Sweets,Migros,2023-05-24
3149,575,2.95,  BiscoffBiscuitsWith chocolate cream filling,Lotus,150.0,Snacks & Sweets,Migros,2023-05-24
3150,576,2.95,BranchesDark,Frey,135.0,Snacks & Sweets,Migros,2023-05-24
3151,577,2.20,"  GiandorChocolate barsDark, almond cream filling",Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3152,578,3.95,Malt filling with milk chocolate coating,Maltesers,175.0,Snacks & Sweets,Migros,2023-05-24
3153,579,0.85,-QChewing GumStrawberry Sour,Skai,72.0,Snacks & Sweets,Migros,2023-05-24
3154,580,2.95,M-ClassicM-Classic Exotic Gum,unknown,80.0,Snacks & Sweets,Migros,2023-05-24
3155,581,5.40,Stimorol Wild Cherry,Stimorol,87.0,Snacks & Sweets,Migros,2023-05-24
3156,582,1.95,Chocolate-covered malt cubes,Eimalzin,60.0,Snacks & Sweets,Migros,2023-05-24
3157,583,2.–,M-Classic  KisssChoko-KöpfliSugar foam with waffle,unknown,130.0,Snacks & Sweets,Migros,2023-05-24
3158,584,3.40,"FlutesButter, mini",unknown,135.0,Snacks & Sweets,Migros,2023-05-24
3159,585,4.20,Marble roulade,unknown,310.0,Snacks & Sweets,Migros,2023-05-24
3160,586,2.70,M-Classic  HaferliOat pastry,unknown,265.0,Snacks & Sweets,Migros,2023-05-24
3161,587,2.20,  Les AdorablesDark chocolate with the finest ristretto fillingCremetta,Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3162,588,8.50,Chocolate trufflesTartufi neri with hazelnuts,Sélection,200.0,Snacks & Sweets,Migros,2023-05-24
3163,589,2.95,SpreadOlives,Da Emilio,130.0,Snacks & Sweets,Migros,2023-05-24
3164,590,3.80,"  CoatiesChocolate lozengesAlmonds, raisins, hazelnuts and candied orange peel",Frey,160.0,Snacks & Sweets,Migros,2023-05-24
3165,591,5.40,Milk Chocolate Heart,unknown,200.0,Snacks & Sweets,Migros,2023-05-24
3166,592,3.95,CookiesCranberry,You,240.0,Snacks & Sweets,Migros,2023-05-24
3167,593,16.95,Kirschstengeli,Lindt,250.0,Snacks & Sweets,Migros,2023-05-24
3168,594,3.70,  SantasapinaCough - sweets,A. Vogel,100.0,Snacks & Sweets,Migros,2023-05-24
3169,595,1.40,  OriginalPotato ChipsNature and Swiss Alpine salt,Zweifel,30.0,Snacks & Sweets,Migros,2023-05-24
3170,596,6.80,"Chewing gumPeppermint, sugar-free",V6,87.0,Snacks & Sweets,Migros,2023-05-24
3171,597,4.95, Gum  WhiteChewing gum with sweetenerSpearmint flavor,Mentos,75.0,Snacks & Sweets,Migros,2023-05-24
3172,598,3.–,Spelt Knusper Taler plain,Alnatura,100.0,Snacks & Sweets,Migros,2023-05-24
3173,599,3.90,"Crispy biscuit, soft caramel, milk chocolate.Mini",Twix,275.0,Snacks & Sweets,Migros,2023-05-24
3174,600,5.20,ChipsSalt and pepper,Sélection,150.0,Snacks & Sweets,Migros,2023-05-24
3175,601,3.10,N.A!Fruit SticksMade from concentrated fruit puree and fruit juices,unknown,42.0,Snacks & Sweets,Migros,2023-05-24
3176,602,4.95,CashewsProvençal,Zweifel,115.0,Snacks & Sweets,Migros,2023-05-24
3177,603,5.40,Apple cake with spelt,Migros Bio,260.0,Snacks & Sweets,Migros,2023-05-24
3178,604,3.70,Fior di CantucciniPastry with almonds,unknown,300.0,Snacks & Sweets,Migros,2023-05-24
3179,605,24.90,Barre de fruitsBaies-amandes,Alnavit,600.0,Snacks & Sweets,Migros,2023-05-24
3180,606,1.95,Nakd Berry Delight,Nakd,35.0,Snacks & Sweets,Migros,2023-05-24
3181,607,1.20,Alnatura Fruchtriegel Kakao,Alnatura,30.0,Snacks & Sweets,Migros,2023-05-24
3182,608,1.95,Nakd Cocoa Delight,Nakd,35.0,Snacks & Sweets,Migros,2023-05-24
3183,609,1.95,Nakd Peanut Delight,Nakd,35.0,Snacks & Sweets,Migros,2023-05-24
3184,610,1.95,Nakd Blueberry Muffin,Nakd,35.0,Snacks & Sweets,Migros,2023-05-24
3185,611,6.95,Choko-KöpfliPlain,Villars,200.0,Snacks & Sweets,Migros,2023-05-24
3186,612,4.95,Grissini,Da Emilio,200.0,Snacks & Sweets,Migros,2023-05-24
3187,613,3.95,Chewing gum,Ice Tea,80.0,Snacks & Sweets,Migros,2023-05-24
3188,614,1.95,Dark chocolate,Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3189,615,2.20,Aha!Chocolate barsMilk chocolate without lactose,unknown,100.0,Snacks & Sweets,Migros,2023-05-24
3190,616,4.95,  RagusaDark chocolate barsWith praline filling and whole hazelnuts.,Camille Bloch,125.0,Snacks & Sweets,Migros,2023-05-24
3191,617,2.70,  LindorChocolate barsDark 60% cocoa,Lindt,100.0,Snacks & Sweets,Migros,2023-05-24
3192,618,4.20,"Almonds, pumpkin seeds, pistachio &mango",You,170.0,Snacks & Sweets,Migros,2023-05-24
3193,619,5.20,Potato ChipsSalt and vinegar flavor,Sélection,150.0,Snacks & Sweets,Migros,2023-05-24
3194,620,1.95,Chips from lentilsPlain,You,80.0,Snacks & Sweets,Migros,2023-05-24
3195,621,4.50,Mousse de sésame Tahin,Alnatura,250.0,Snacks & Sweets,Migros,2023-05-24
3196,622,1.45,Crémant 47% Zartbitterschokolade,Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3197,623,2.20,Les Délices Noir Croquant,Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3198,624,1.40,M-ClassicM-Classic 71% Cacao,unknown,100.0,Snacks & Sweets,Migros,2023-05-24
3199,625,1.40,M-ClassicM-CLAS 70% CACAO ORANGE,unknown,100.0,Snacks & Sweets,Migros,2023-05-24
3200,626,1.75,Alnatura Schokolade Feine Bitter 70%,Alnatura,100.0,Snacks & Sweets,Migros,2023-05-24
3201,627,1.95,Alnatura Edelbitter 87% Kakao,Alnatura,80.0,Snacks & Sweets,Migros,2023-05-24
3202,628,1.75,Alnatura Chocolat 64% Cacao,Alnatura,150.0,Snacks & Sweets,Migros,2023-05-24
3203,629,0.85,M-BudgetM-Budget Chewing Gum Eucamenthol,unknown,72.0,Snacks & Sweets,Migros,2023-05-24
3204,630,3.20,Lindt Excellence 99% Cacao,Lindt,50.0,Snacks & Sweets,Migros,2023-05-24
3205,631,8.95,Toblerone Dark,Toblerone,360.0,Snacks & Sweets,Migros,2023-05-24
3206,632,2.90,Alnatura Kuvertüre Zartbitter,Alnatura,150.0,Snacks & Sweets,Migros,2023-05-24
3207,633,2.90,Alnatura Paprika Walnuss Aufstrich,Alnatura,135.0,Snacks & Sweets,Migros,2023-05-24
3208,634,2.50,Alnatura Hummus gegrilltes Gemüse,Alnatura,180.0,Snacks & Sweets,Migros,2023-05-24
3209,635,2.65,"Suprême Cranberry, Orange & Miel",Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3210,636,5.40,Stimorol Max Splash Spearmint,Stimorol,88.0,Snacks & Sweets,Migros,2023-05-24
3211,637,5.90,Aus der Region Tartinade Poivros Oi,unknown,130.0,Snacks & Sweets,Migros,2023-05-24
3212,638,5.90,Aus der Region Tartinade Aubergine,unknown,130.0,Snacks & Sweets,Migros,2023-05-24
3213,639,5.90,Aus der Region Tartinade Courgettes,unknown,130.0,Snacks & Sweets,Migros,2023-05-24
3214,640,5.90,Aus der Region Tartinade Tomate,unknown,130.0,Snacks & Sweets,Migros,2023-05-24
3215,641,2.50,Alnatura Streichcreme Tomate,Alnatura,180.0,Snacks & Sweets,Migros,2023-05-24
3216,642,2.50,Alnatura Kokos Zartbitter,Alnatura,100.0,Snacks & Sweets,Migros,2023-05-24
3217,643,1.50,Alnatura Sélection Cacao Noir,Alnatura,50.0,Snacks & Sweets,Migros,2023-05-24
3218,644,4.20,Tradition - BiscuitsShortbread biscuitsRoasted pistachios,unknown,120.0,Snacks & Sweets,Migros,2023-05-24
3219,645,7.20,Chocolate barsMilk chocolate with hazelnuts,Frey,400.0,Snacks & Sweets,Migros,2023-05-24
3220,646,5.80,  SandwichOrganic spelt biscuits with fresh cheese fillingSour cream,Blévita,216.0,Snacks & Sweets,Migros,2023-05-24
3221,647,4.50,Artichoke heartsIn olive oil,Polli,285.0,Snacks & Sweets,Migros,2023-05-24
3222,648,2.20,  GiandorMilk chocolateWith almond cream filling,Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3223,649,9.95,  LindorChocolate ballsMilk,Lindt,200.0,Snacks & Sweets,Migros,2023-05-24
3224,650,4.50,  FerreroCoconut confectionery with almond and wafer,Raffaello,230.0,Snacks & Sweets,Migros,2023-05-24
3225,651,2.10,  Noxana CrémentDark chocolateWith hazelnuts,Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3226,652,2.60,"Chocolate barsDark, coconut",Migros Bio,100.0,Snacks & Sweets,Migros,2023-05-24
3227,653,4.95, Gum  Pure FreshChewing gum with sweetenerSpearmint,Mentos,90.0,Snacks & Sweets,Migros,2023-05-24
3228,654,3.50,ChipsHot &spicy,Pringles,200.0,Snacks & Sweets,Migros,2023-05-24
3229,655,4.95,British ChipsSea salt & malt vinegar,Burts,150.0,Snacks & Sweets,Migros,2023-05-24
3230,656,3.95,Sugar-free chewing gumFantastic Berry,Skai,64.0,Snacks & Sweets,Migros,2023-05-24
3231,657,4.20,  Petit beurrePetit Beurre with Ovomaltine dark chocolate,Ovomaltine,145.0,Snacks & Sweets,Migros,2023-05-24
3232,658,4.95,British ChipsCheddar & onion,Burts,150.0,Snacks & Sweets,Migros,2023-05-24
3233,659,2.20,Milch Extra Nuss,Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3234,660,4.60,Milch,Frey,400.0,Snacks & Sweets,Migros,2023-05-24
3235,661,3.60, Maître Choc.Villars Les Laits Suisses Berne,Villars,100.0,Snacks & Sweets,Migros,2023-05-24
3236,662,6.95,Sélection Bruchschokolade noir-nuss,Migros Sélection,150.0,Snacks & Sweets,Migros,2023-05-24
3237,663,6.95, Bruchschokolade noir-nuss,Sélection,150.0,Snacks & Sweets,Migros,2023-05-24
3238,664,6.95,Lindt Goldtafel Milch-Nuss,Lindt,300.0,Snacks & Sweets,Migros,2023-05-24
3239,665,1.95,So Nuts Torino,Torino,40.0,Snacks & Sweets,Migros,2023-05-24
3240,666,3.30,Alnavit Cracker Saaten,Alnavit,75.0,Snacks & Sweets,Migros,2023-05-24
3241,667,3.95,  MiniMilk chocolate with hazelnut cream filling,Frey,200.0,Snacks & Sweets,Migros,2023-05-24
3242,668,3.30,Cocoa biscuitCoconut,Alnatura,330.0,Snacks & Sweets,Migros,2023-05-24
3243,669,3.95,  SuprêmeDark chocolateHazelnuts and almonds,Frey,200.0,Snacks & Sweets,Migros,2023-05-24
3244,670,2.60,GarlicWith herbs,Condy,130.0,Snacks & Sweets,Migros,2023-05-24
3245,671,5.40,Michel et AugustinLittle cookies from FranceMilk and dark chocolate,unknown,150.0,Snacks & Sweets,Migros,2023-05-24
3246,672,5.25,Cashew nutsSalted,Migros Bio,170.0,Snacks & Sweets,Migros,2023-05-24
3247,673,7.95,Amaretti,Sélection,200.0,Snacks & Sweets,Migros,2023-05-24
3248,674,14.50,  Tentation NoireChocolate pralinesPlain with truffle filling,Sélection,155.0,Snacks & Sweets,Migros,2023-05-24
3249,675,3.95," BrothersOrganic biscuits with oats and speltPecan, coconut and chocolate",Farm,150.0,Snacks & Sweets,Migros,2023-05-24
3250,676,2.70,Chocolate barsMilk chocolate,Toblerone,100.0,Snacks & Sweets,Migros,2023-05-24
3251,677,6.95,Chocolate barsMilk,Lindt,300.0,Snacks & Sweets,Migros,2023-05-24
3252,678,7.40,"  TouristChocolat au laitAvec raisins secs, noisettes et amandes",Frey,400.0,Snacks & Sweets,Migros,2023-05-24
3253,679,7.95,  GiandorChocolat au laitFourré à la crème d'amandes,Frey,300.0,Snacks & Sweets,Migros,2023-05-24
3254,680,1.30,Milch,Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3255,681,2.50,Lindt Milch-Nuss,Lindt,100.0,Snacks & Sweets,Migros,2023-05-24
3256,682,13.95,Bärner Bär Milchschokolade,Frey,500.0,Snacks & Sweets,Migros,2023-05-24
3257,683,2.50,Lindt Milch extra,Lindt,100.0,Snacks & Sweets,Migros,2023-05-24
3258,684,1.95,Alnatura ganze Nuss Vollmilch,Alnatura,100.0,Snacks & Sweets,Migros,2023-05-24
3259,685,3.60, Maître Choc.Villars Les Laits Suisses Fribourg,Villars,100.0,Snacks & Sweets,Migros,2023-05-24
3260,686,6.95,Sélection Bruchschokolade Milch-Nuss,Migros Sélection,150.0,Snacks & Sweets,Migros,2023-05-24
3261,687,6.95, Bruchschokolade Milch-Nuss,Sélection,150.0,Snacks & Sweets,Migros,2023-05-24
3262,688,18.50,Toblerone Swiss Milk,Toblerone,600.0,Snacks & Sweets,Migros,2023-05-24
3263,689,3.95,So Nuts Torino,Torino,120.0,Snacks & Sweets,Migros,2023-05-24
3264,690,2.80,Toblerone Fruit & Nut,Toblerone,100.0,Snacks & Sweets,Migros,2023-05-24
3265,691,4.90,Schokolade Milch-Nuss,unknown,150.0,Snacks & Sweets,Migros,2023-05-24
3266,692,2.–,Migros Bio Fairtrade Delice,Migros Bio,100.0,Snacks & Sweets,Migros,2023-05-24
3267,693,1.90,Toblerone Milk,Toblerone,50.0,Snacks & Sweets,Migros,2023-05-24
3268,694,3.95,Petit-Beurre with dark chocolate,Migros Bio,150.0,Snacks & Sweets,Migros,2023-05-24
3269,695,2.35,Spelt cracker Sesame,Alnatura,175.0,Snacks & Sweets,Migros,2023-05-24
3270,696,3.60,Nut mixtureRoasted and salted,Party,200.0,Snacks & Sweets,Migros,2023-05-24
3271,697,10.95,  LindorCarrésMilk,Lindt,216.0,Snacks & Sweets,Migros,2023-05-24
3272,698,7.95, Gum  WhiteChewing gum with sweetenerSweet mint,Mentos,150.0,Snacks & Sweets,Migros,2023-05-24
3273,699,3.60,"Mini GrissiniRosemary &sea salt, organic",Alnavit,100.0,Snacks & Sweets,Migros,2023-05-24
3274,700,3.45,  LightCandySugar-free,Spruso,150.0,Snacks & Sweets,Migros,2023-05-24
3275,701,3.95,  TorinoMilk chocolate sticksBlond,Camille Bloch,115.0,Snacks & Sweets,Migros,2023-05-24
3276,702,4.20,Corn ChipsWith chili taste,Pancho Villa,200.0,Snacks & Sweets,Migros,2023-05-24
3277,703,4.95,  ApéroCashew nuts&salted and roasted,Sun Queen,160.0,Snacks & Sweets,Migros,2023-05-24
3278,704,7.95,Milk chocolate trufflesMilk chocolate,Frey,230.0,Snacks & Sweets,Migros,2023-05-24
3279,705,4.40,Herb sugar,Ricola,200.0,Snacks & Sweets,Migros,2023-05-24
3280,706,2.70,  LindorPlaque de chocolat fourré fondantLait,Lindt,100.0,Snacks & Sweets,Migros,2023-05-24
3281,707,2.–,"  TouristChocolate barsMilk chocolate, raisins, nuts and almonds",Frey,100.0,Snacks & Sweets,Migros,2023-05-24
3282,708,4.95,CakeCarottes/Noisettes,Grosis,350.0,Snacks & Sweets,Migros,2023-05-24
3283,709,5.–,M-ClassicLinzer-tarts,unknown,450.0,Snacks & Sweets,Migros,2023-05-24
3284,710,5.–,M-ClassicApricot tarts,unknown,450.0,Snacks & Sweets,Migros,2023-05-24
3285,711,5.–,Choc-tarts,unknown,450.0,Snacks & Sweets,Migros,2023-05-24
3286,712,5.55,Bündner nut tarts,unknown,480.0,Snacks & Sweets,Migros,2023-05-24
3287,713,3.15,Hazelnut gingerbread,unknown,130.0,Snacks & Sweets,Migros,2023-05-24
3288,714,4.70,  OriginalMarket Stomach Bread,Werners,250.0,Snacks & Sweets,Migros,2023-05-24
3289,715,3.80,Carrés viennois,unknown,240.0,Snacks & Sweets,Migros,2023-05-24
3290,716,2.20,Swiss milk chocolate stickWith hazelnut and Madel cream filling,Torino,46.0,Snacks & Sweets,Migros,2023-05-24
3291,717,2.50,Torino Noir,Torino,100.0,Snacks & Sweets,Migros,2023-05-24
3292,718,9.95,Giandor Milchschokolade,Frey,250.0,Snacks & Sweets,Migros,2023-05-24
3293,719,2.50,Torino Milch,Torino,100.0,Snacks & Sweets,Migros,2023-05-24
3294,720,3.90,Werners AdR mini Magenbrot,Werners,120.0,Snacks & Sweets,Migros,2023-05-24
